"interaction_dt","campaign_nm","placement_nm","impressions","clicks","givt","fraud_impressions"
"2026-07-05","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-fin-uslugi_prg",0,1,0,0
"2026-06-10","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_owner-business_prg",0,1,0,0
"2026-07-20","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_south_lift_lal-crm-meetings_prg",1,0,0,0
"2026-06-26","promopages // Май 2026_","lm_promopages_msk_article_may26_none_planirovki_lal-sdelki_none_cont",207,0,0,0
"2026-07-20","Нижегородская // MTS // июль 2026","ng_mts_msk_video_jul26_none_lift_real-estate_prg",61406,483,1252,696
"2026-06-23","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_basic_int-residential-properties-new_prg",0,1,0,0
"2026-07-04","Селигерская // Ozon // июнь 2026","sel_family_ozon_msk_banner_jun26_none_minus40_family-tours_mrk",2,0,0,0
"2026-06-22","Мичуринский // Media yandex // июнь 2026","lm_yandex_msk_banner_jun26_none_bf_ret-site_prg",5422,25,0,0
"2026-06-11","Южнопортовая регионы // Avito // июнь 2026","sp_avito-ads_reg_banner_jun26_none_minus40_int-ipoteka_mrk",1436,1,33,0
"2026-07-01","Мичуринский регионы // Media yandex // июль 2026","lm_yandex_banner_reg_prov_jul26_pfo_sale_int-residential-properties-new_prg",0,9,0,0
"2026-06-18","Лесной // Video yandex // июнь 2026","gvl_yandex_msk_video_jun26_none_lift-bf_int-premium-real-estate_prg",9351,198,1,0
"2026-07-19","media yandex // Май 2026_","ng_yandex_msk_banner_may26_none_bf_int-premium-real-estate_prg",0,2,0,0
"2026-06-01","promopages // Май 2026_","lg_promopages_msk_article_may26_none_design-interior_lal-sdelki_none_cont",476,0,0,0
"2026-05-28","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_hor_int-mortgage-no-button_prg",0,1,0,0
"2026-06-20","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_bf_jt-real-estate_prg",0,1,0,0
"2026-06-25","Мечникова // Media yandex // июнь 2026","lmech-rspb_yandex_spb_banner_jun26_none_basic_rtrg-view-video_prg",2478,13,0,0
"2026-06-19","Свободы // Video yandex // июнь 2026","lwsv_yandex_msk_video_jun26_none_basic_small-mid-business_prg",0,1,0,0
"2026-05-26","mTS // Май 2026_","sp_mts_reg_banner_may26_none_bf_real-estate_prg",3307,42,13,31
"2026-06-09","Войковская // Ozon // июнь 2026","lv_ozon_msk_banner_jun26_none_bf_sales_mrk",7650,11,213,3
"2026-07-25","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_lal-meeting_prg",0,1,0,0
"2026-07-28","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_int-luxury-item_prg",0,1,0,0
"2026-06-19","Звенигородская // Ozon // июнь 2026","zv_ozon_msk_banner_jun26_none_minus40_looked-travel-pages_mrk",11396,12,263,5
"2026-06-16","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_lift-bf_int-travel-rest_prg",5135,81,0,0
"2026-07-04","video yandex // Май 2026_","sp_yandex_msk_video_may26_none_hor-bf_int-mortgage_prg",0,1,0,0
"2026-07-31","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_basic_jt-real-estate_prg",0,1,0,0
"2026-07-22","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-clothes-shoes_prg",0,1,0,0
"2026-07-10","Свободы // Video yandex // июнь 2026","lwsv_yandex_msk_video_jun26_none_basic_int-sale-rent-commercial_prg",0,1,0,0
"2026-06-28","Мичуринский // Ozon // июнь 2026","lm_ozon_msk_banner_jun26_none_minus40_real-estate_mrk",5353,7,189,1
"2026-05-26","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_rent-estate_prg",2270,1,0,0
"2026-06-11","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_keys-buy-flat_prg",57,2,0,0
"2026-07-06","video yandex // Май 2026_","lm_family_yandex_msk_video_may26_none_hor_int-kids-income-no-button_prg",0,1,0,0
"2026-07-28","Остатки // Media yandex // июль 2026","lg_last_yandex_msk_banner_jul26_none_bant-ng_visitors-sites-list_prg",1,1,0,0
"2026-07-25","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_lal-crm-meetings_prg",0,1,0,0
"2026-07-28","Премиум // MTS // июль 2026","lg_mts_video_msk_prem_jul26_basic_real-estate_prg",25863,248,99,164
"2026-07-16","Южнопортовая // Yandex_Go // июнь 2026","sp_yandexgo_msk_banner_jun26_none_bf_real-estate_med",1,0,1,0
"2026-06-27","Премиум // Yandex_Go // июнь 2026","lg_prem_yandexgo_msk_banner_jun26_none_penthouse_ultima_med",10049,21,1246,2665
"2026-07-02","promopages // Май 2026_","lg_promopages_msk_article_may26_none_udobnie-planirovki-dlya-semyi_none_cont",8,0,0,0
"2026-07-30","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_pfo_lift_int-mortgage_prg",0,1,0,0
"2026-06-27","Мечникова // Avito // июнь 2026","lmech-rspb_avito-ads_spb_video_jun26_none_basic_int-real-estate_mrk",1,0,0,0
"2026-07-22","Селигерская // q.bid // июль 2026","sel_qbid_banner_msk_family_jul26_fam-profitable_real-estate_prg",0,2,0,0
"2026-05-07","video yandex // Май 2026_","ng_family_yandex_msk_banner_may26_none_basic_int-kids-real-estate_prg",92497,318,2,0
"2026-06-13","Свободы // Video yandex // июнь 2026","lwsv_yandex_msk_video_jun26_none_basic_supergeo_prg",0,1,0,0
"2026-06-21","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor_visitors-sites-list-button_prg",0,1,0,0
"2026-07-17","Павелецкая сити // Avito Медийка // июль 2026","pc_avito-ads_msk_video_jul26_none_sale_int-new-building_mrk",20017,43,678,0
"2026-07-09","Павелецкая Сити // Media yandex // июль 2026","pc_yandex_msk_banner_jul26_none_sale_int-premium-residential-properties_prg",3640,11,0,0
"2026-05-14","promopages // Май 2026_","lg_promopages_msk_article_may26_none_every-day_none_cont",341,0,0,0
"2026-06-05","Остатки // Avito // июнь 2026","lg_last_avito-ads_msk_banner_jun26_none_ak_int-ipoteka_mrk",1605,2,53,0
"2026-05-22","mTS // Май 2026_","sp_family_mts_msk_video_may26_none_hor_deti_prg",78010,190,953,57
"2026-07-10","Войковская // Ozon // июль 2026","lv_ozon_msk_banner_jul26_none_sale_int-goods-legal-entities_mrk",14418,12,532,59
"2026-07-09","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_cfo_lift_int-mortgage_prg",7426,12,0,0
"2026-07-24","Мичуринский // Yandex_Go // июнь 2026","lm_yandexgo_msk_banner_jun26_none_minus40_income-bc_med",6,0,0,0
"2026-07-26","Звенигородская // Media yandex // июль 2026","zv_yandex_msk_banner_jul26_none_sale_int-mortgage_prg",14097,63,1,0
"2026-06-06","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_vert-bf_int-residential-properties-new-outstream_prg",0,1,0,0
"2026-06-11","Павелецкая Сити // Video yandex // июнь 2026","pc_yandex_msk_video_jun26_none_bf_int-cars-business_prg",0,1,0,0
"2026-07-12","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_vert-bf_int-premium-residential-properties-button_prg",0,1,0,0
"2026-06-15","Лесной // Video yandex // июнь 2026","gvl_family_yandex_msk_video_jun26_none_basic_int-family-real-estate2_prg",25569,711,0,0
"2026-06-23","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_bf_int-cars-business_prg",0,1,0,0
"2026-07-20","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_pfo_lift_int-premium-real-estate_prg",1279,3,0,0
"2026-07-13","Нижегородская // Media yandex // июнь 2026","ng_yandex_msk_banner_jun26_none_lift-bf_ret-view-video_prg",0,1,0,0
"2026-06-21","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-lb_utp-keys-26_prg",0,1,0,0
"2026-06-07","Селигерская // MTS // июнь 2026","sel_family_mts_msk_video_jun26_none_basic_semeiniye_prg",8359,98,306,5
"2026-06-17","mTS // Май 2026_","zv_mts_msk_video_may26_none_vert-bf_real-estate_prg",1,0,0,0
"2026-06-04","Южнопортовая регионы // Avito // июнь 2026","sp_avito-ads_reg_banner_jun26_none_minus40_int-premium-real-estate_mrk",3857,4,176,0
"2026-07-07","Воронцовская // Video yandex // июль 2026","vr_yandex_msk_video_jul26_none_vvod2026_amb-office-moving_prg",8642,81,0,0
"2026-07-23","Лесной // MTS // июль 2026","gvl_mts_msk_video_jul26_none_lift_real-estate_prg",60802,399,933,817
"2026-06-07","Звенигородская // market yandex // июнь 2026","zv_yandexmarket_msk_banner_jun26_none_minus40_real-estate_mrk",2287,9,91,234
"2026-07-21","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_bf_int-clothes-shoes_prg",0,1,0,0
"2026-06-27","Южнопортовая регионы // MTS // июнь 2026","sp_mts_reg_video_jun26_none_bf_real-estate_prg",96944,2005,3006,5211
"2026-07-25","Южнопортовая регионы // Media yandex // июнь 2026","sp_yandex_reg_banner_jun26_none_bf_lal-calls_prg",0,1,0,0
"2026-05-23","video yandex // Май 2026_","lm_family_yandex_msk_video_may26_none_hor_int-kids-real-estate-button_prg",1467,9,0,0
"2026-06-08","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_fin-uslugi-no-button_prg",0,1,0,0
"2026-06-26","Воронцовская // Video yandex // июнь 2026","vr_yandex_msk_video_jun26_none_basic_int-sale-rent-commercial_prg",1309,10,0,0
"2026-06-23","Селигерская // Ozon // июнь 2026","sel_family_ozon_msk_banner_jun26_none_bf_child-goods_mrk",26282,25,768,3
"2026-06-16","Воронцовская // Video yandex // июнь 2026","vr_yandex_msk_video_jun26_none_basic_visitors-sites-list-2_prg",23356,384,0,0
"2026-07-18","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_owner-business-no-button_prg",0,1,0,0
"2026-05-26","Market yandex // Май 2026_","sp_yandexmarket_msk_banner_may26_none_basic_real-estate_mrk",7,0,0,0
"2026-06-08","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_bf_jt-finance_prg",65,4,0,0
"2026-07-04","Южнопортовая регионы // Media yandex // июль 2026","sp_yandex_banner_reg_prov_jul26_cfo_sale_int-real-estate_prg",9578,23,0,0
"2026-07-21","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_int-invest_prg",0,1,0,0
"2026-07-29","Южнопортовая // Roxot // июль 2026","sp_roxot_msk_banner_jul26_none_sale_real-estate_prg",43059,395,1588,150
"2026-07-05","Южнопортовая регионы // Media yandex // июнь 2026","sp_yandex_reg_banner_jun26_none_bf_jt-real-estate_prg",0,1,0,0
"2026-06-22","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_visitors-sites-novostroy_prg",0,1,0,0
"2026-07-03","Мичуринский регионы // Media yandex // июль 2026","lm_yandex_banner_reg_prov_jul26_pfo_sale_lal-crm-deals_prg",5,1,0,0
"2026-06-23","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-ak_int-mortgage_prg",2541,3,0,0
"2026-06-18","Войковская // Ozon // июнь 2026","lv_ozon_msk_banner_jun26_none_minus40_int-invest-ad_mrk",40,0,2,0
"2026-06-23","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor-bf_visitors-sites-list-no-button_prg",0,1,0,0
"2026-06-15","Павелецкая Сити // Adspector // июнь 2026","pc_adspector_msk_video_jun26_none_lift-bf_work-estate_prg",227018,2841,12930,9031
"2026-07-29","Павелецкая Сити // Video yandex // июль 2026","pc_yandex_msk_video_jul26_none_lift_int-renovation_prg",0,1,0,0
"2026-07-28","Мичуринский // Video yandex // июнь 2026","lm_family_yandex_msk_video_jun26_none_basic_int-kids-income_prg",0,1,0,0
"2026-07-18","yandex Go // Май 2026_","lm_yandexgo_msk_banner_may26_none_minus40_none_med",9,0,1,0
"2026-06-22","Павелецкая Сити // Yandex_Go // июнь 2026","pc_yandexgo_msk_banner_jun26_none_bf_int-prem-real-estate_med",1669,3,227,356
"2026-07-24","Мичуринский регионы // Media yandex // июль 2026","lm_yandex_banner_reg_prov_jul26_east_sale_lal-crm-deals_prg",0,1,0,0
"2026-05-22","media yandex // Май 2026_","sp_yandex_reg_banner_may26_none_basic_int-residential-properties-new_prg",18584,44,0,0
"2026-07-17","Свободы // Video yandex // июнь 2026","lwsv_yandex_msk_video_jun26_none_basic_owner-business_prg",0,1,0,0
"2026-07-24","promopages // Май 2026_","lm_promopages_msk_article_may26_none_planirovki_int-auto_none_cont",168,0,0,0
"2026-05-05","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_hor_int-mortgage-button_prg",1255,5,0,0
"2026-06-26","promopages // Май 2026_","sp_promopages_msk_article_may26_none_fishki-dvuhurovnevoy-kvartiry-opt_int-realty_none_cont",836,0,0,0
"2026-05-16","ozon // Май 2026_","sp_family_ozon_msk_banner_may26_none_basic_semeiniye_mrk",104652,45,4288,50
"2026-07-18","Южнопортовая регионы // Media yandex // июль 2026","sp_yandex_banner_reg_prov_jul26_south_sale_int-premium-residential-properties_prg",450,3,0,0
"2026-07-06","Мечникова // Video yandex // июль 2026","lmech-rspb_yandex_spb_video_jul26_none_start_int-residential-properties-new_prg",2101,38,0,0
"2026-06-02","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_lal-meeting-button_prg",1,1,0,0
"2026-07-27","yandex Go // Май 2026_","lm_yandexgo_msk_banner_may26_none_bf_none_med",2,0,2,0
"2026-07-12","Нижегородская // Video yandex // июнь 2026","ng_yandex_msk_video_jun26_none_bf_genres-real-estate_prg",0,1,0,0
"2026-06-29","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_bf_int-invest_prg",0,1,0,0
"2026-05-29","media yandex // Май 2026_","lm_yandex_msk_banner_may26_none_basic_int-premium-real-estate_prg",0,1,0,0
"2026-06-26","Павелецкая Сити // Video yandex // июнь 2026","pc_yandex_msk_video_jun26_none_lift-bf_lal-crm-meetings_prg",786,4,0,0
"2026-06-27","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_plan-open-business-button_prg",0,1,0,0
"2026-06-27","Лесной // Video yandex // июнь 2026","gvl_family_yandex_msk_video_jun26_none_basic_int-kids-real-estate_prg",3912,68,0,0
"2026-05-29","adspector // Май 2026_","pc_adspector_msk_video_may26_none_hor-bf_work-estate_prg",58148,783,817,935
"2026-06-16","Мичуринский // Ozon // июнь 2026","lm_ozon_msk_banner_jun26_none_bf_sales_mrk",1,0,0,0
"2026-07-08","Мичуринский // Yandex_Go // июнь 2026","lm_yandexgo_msk_banner_jun26_none_minus40_sport_med",41,0,6,8
"2026-06-03","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor_int-residential-properties-new-no-button_prg",0,1,0,0
"2026-06-27","Южнопортовая // Video yandex // июнь 2026","sp_yandex_msk_video_jun26_none_bf_int-residential-properties-new_prg",0,2,0,0
"2026-07-14","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_hor-bf_int-mortgage-button_prg",0,1,0,0
"2026-07-24","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_bf_int-clothes-shoes_prg",0,1,0,0
"2026-07-25","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_small-mid-business-no-button_prg",0,1,0,0
"2026-06-26","Мичуринский // MTS // июнь 2026","lm_mts_msk_video_jun26_none_hor-lift-bf_custom_prg",9241,121,341,31
"2026-07-05","Воронцовская // Video yandex // июль 2026","vr_yandex_msk_video_jul26_none_vvod2026_owner-business_prg",1087,7,0,0
"2026-07-28","Южнопортовая регионы // Media yandex // июль 2026","sp_yandex_banner_reg_prov_jul26_none_sale-new_int-real-estate_prg",21863,72,0,0
"2026-07-01","Мичуринский // Video yandex // июль 2026","lm_yandex_msk_video_jul26_none_lift_int-mortgage_prg",9119,338,0,0
"2026-06-26","Южнопортовая регионы // Media yandex // июнь 2026","sp_yandex_reg_banner_jun26_none_bf_int-premium-residential-properties_prg",2001,10,0,0
"2026-07-07","Мичуринский регионы // Media yandex // июль 2026","lm_yandex_banner_reg_prov_jul26_cfo_sale_int-real-estate_prg",12869,19,0,0
"2026-07-27","Остатки // Ozon // июль 2026","lg_last_ozon_msk_banner_jul26_none_key-lb_sales_mrk",31456,17,1180,96
"2026-06-14","Селигерская // Ozon // июнь 2026","sel_ozon_msk_banner_jun26_none_bf_sales_mrk",27363,34,859,2
"2026-07-20","Остатки // Ozon // июль 2026","lg_last_ozon_msk_banner_jul26_none_key-pr_real-estate_mrk",22682,17,862,55
"2026-06-09","yandex Go // Май 2026_","pc_yandexgo_msk_banner_may26_none_bf_none_med",56,0,14,4
"2026-06-16","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_rent-estate-no-button_prg",0,1,0,0
"2026-06-07","Войковская // market yandex // июнь 2026","lv_yandexmarket_msk_banner_jun26_none_minus25_child-goods_mrk",1936,2,90,210
"2026-07-20","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_visitors-sites-real-estate_prg",0,1,0,0
"2026-07-01","Мечникова // Avito // июнь 2026","lmech-rspb_avito-ads_spb_video_jun26_none_basic_int-ipoteka_mrk",10,0,0,0
"2026-07-30","Селигерская // Ozon // июль 2026","sel_ozon_msk_banner_jul26_none_sale_income-bc_mrk",20113,8,866,72
"2026-07-20","Мичуринский регионы // Media yandex // июль 2026","lm_yandex_banner_reg_prov_jul26_cfo_sale_lal-calls_prg",25,4,0,0
"2026-07-14","media yandex // Май 2026_","lm_yandex_msk_banner_may26_none_bf_int-premium-real-estate_prg",0,1,0,0
"2026-06-21","Селигерская // MTS // июнь 2026","sel_mts_msk_video_jun26_none_lift-bf_real-estate_prg",40233,670,3827,417
"2026-06-09","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_int-premium-residential-properties_prg",1358,2,0,0
"2026-05-29","promopages // Май 2026_","lg_promopages_msk_article_may26_none_neobychny-kvartiry_none_cont",158,0,0,0
"2026-06-11","Зонтик // Yandex_Go // июнь 2026","lg_yandexgo_msk_banner_jun26_none_bf_real-estate_med",1792,5,167,316
"2026-07-06","Павелецкая Сити // Media yandex // июль 2026","pc_yandex_msk_banner_jul26_none_sale_visitors-sites-list_prg",99075,142,3,0
"2026-06-15","Южнопортовая // Avito // июнь 2026","sp_avito-ads_msk_banner_jun26_none_bf_int-premium-real-estate_mrk",2,2,0,0
"2026-07-20","Лесной // Video yandex // июнь 2026","gvl_family_yandex_msk_video_jun26_none_basic_int-kids-income_prg",0,1,0,0
"2026-05-13","promopages // Май 2026_","sp_promopages_msk_article_may26_none_terrasa_new-users_none_cont",310,0,0,0
"2026-06-23","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_lift-bf_int-small-mid-business_prg",24904,199,0,0
"2026-06-12","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-ak_keys-flat-moscow_prg",68,2,0,0
"2026-07-16","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_vert_int-premium-residential-properties-button_prg",0,1,0,0
"2026-07-05","Павелецкая Сити // Media yandex // июль 2026","pc_yandex_msk_banner_jul26_none_sale_int-cars-business_prg",15531,35,0,0
"2026-05-29","vkAds // Май 2026_","gvl_vkads_msk_leads_may26_none_basic_general",0,2,0,0
"2026-07-16","Мичуринский регионы // Avito Медийка // июль 2026","lm_avito-ads_banner_reg_prov_jul26_cfo_sale_int-premium-real-estate_mrk",6079,20,226,0
"2026-07-26","Южнопортовая регионы // Media yandex // июль 2026","sp_yandex_banner_reg_prov_jul26_none_sale-new_int-premium-residential-properties_prg",252,1,0,0
"2026-07-20","Мичуринский // Video yandex // июнь 2026","lm_yandex_msk_video_jun26_none_bf_int-mortgage_prg",0,1,0,0
"2026-07-16","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_lift-bf_int-real-estate-new_prg",0,2,0,0
"2026-06-21","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-cars-business_prg",0,1,0,0
"2026-07-02","media yandex // Май 2026_","ng_yandex_msk_banner_may26_none_bf_lal-calls_prg",0,1,0,0
"2026-07-04","video yandex // Май 2026_","sp_yandex_msk_video_may26_none_vert_int-mortgage_prg",0,1,0,0
"2026-06-24","Павелецкая Сити // Yandex_Go // июнь 2026","pc_yandexgo_msk_banner_jun26_none_minus20_who-int-prem-real-estate_med",712,3,82,106
"2026-07-19","video yandex // Май 2026_","sp_family_yandex_msk_video_may26_none_hor_int-kids-income_prg",0,1,0,0
"2026-05-20","ozon // Май 2026_","lv_ozon_msk_banner_may26_none_basic_general_mrk",74909,50,4229,39
"2026-07-03","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_hor_int-premium-real-estate-no-button_prg",0,1,0,0
"2026-06-25","Мичуринский // Ozon // июнь 2026","lm_ozon_msk_banner_jun26_none_minus40_sales_mrk",19560,10,554,10
"2026-06-15","Свободы // Media yandex // июнь 2026","lwsv_yandex_msk_banner_jun26_none_bf_int-sale-rent-commercial_prg",4147,2,0,0
"2026-06-28","Нижегородская // Video yandex // июнь 2026","ng_yandex_msk_video_jun26_none_lift_bf_genres-real-estate_prg",193,2,0,0
"2026-07-18","Лесной // Media yandex // июль 2026","gvl_yandex_msk_banner_jul26_none_sale_int-residential-properties-new_prg",11970,53,0,0
"2026-07-05","Остатки // Video yandex // июль 2026","lg_last_yandex_msk_video_jul26_none_key_int-residential-properties-new_prg",3955,39,0,0
"2026-07-19","Звенигородская // Video yandex // июль 2026","zv_yandex_msk_video_jul26_none_cozy-home_int-premium-real-estate_prg",6741,203,0,0
"2026-05-09","video yandex // Май 2026_","sp_family_yandex_msk_video_may26_none_hor_int-kids-real-estate_prg",3994,34,0,0
"2026-07-25","Мичуринский // market yandex // июль 2026","lm_yandexmarket_msk_banner_jul26_none_sale_premium-real-estate_mrk",22274,42,960,7968
"2026-05-13","ozon // Май 2026_","sp_ozon_msk_banner_may26_none_basic_real-estate_mrk",82164,63,5316,394
"2026-07-18","Павелецкая Сити // Video yandex // июнь 2026","pc_yandex_msk_video_jun26_none_lift-bf_residential-properties_prg",0,1,0,0
"2026-07-18","Остатки // Media yandex // июль 2026","lg_last_yandex_msk_banner_jul26_none_key-pr_visitors-sites-list_prg",8310,24,0,0
"2026-06-02","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-real-estate-new_prg",0,1,0,0
"2026-07-16","Воронцовская // Video yandex // июнь 2026","vr_yandex_msk_video_jun26_none_basic_fin-uslugi_prg",0,2,0,0
"2026-05-23","Streamingads // Май 2026","sp_streamingads_msk_allroll_gpmd_may26_none_base_prg",97818,144,953,485
"2026-07-12","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_int-invest-button_prg",0,1,0,0
"2026-07-09","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_cfo_lift_lal-calls_prg",170,0,0,0
"2026-07-01","Мичуринский // Ozon // июнь 2026","lm_ozon_msk_banner_jun26_none_minus40_culture-leisure_mrk",7,0,0,0
"2026-06-17","Павелецкая Сити // Video yandex // июнь 2026","pc_yandex_msk_video_jun26_none_lift-bf_rtrg-site_prg",213,8,0,0
"2026-06-04","Войковская // Ozon // июнь 2026","lv_ozon_msk_banner_jun26_none_bf_income-bc_mrk",3955,8,145,0
"2026-06-22","Южнопортовая // Video yandex // июнь 2026","sp_family_yandex_msk_video_jun26_none_basic_int-kids-super-geo_prg",9005,40,1,0
"2026-05-14","mTS // Май 2026_","sp_family_mts_msk_video_may26_none_hor_semeiniye_prg",29241,328,1753,1099
"2026-06-03","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_open-business-no-button_prg",3,1,0,0
"2026-07-08","media yandex // Май 2026_","lm_yandex_msk_banner_may26_none_bf_int-premium-real-estate_prg",0,1,0,0
"2026-06-20","Нижегородская // Video yandex // июнь 2026","ng_yandex_msk_video_jun26_none_lift-bf_ret-site_prg",2026,166,2,0
"2026-07-11","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_south_lift_genres-real-estate_prg",5,1,0,0
"2026-06-04","Мичуринский // Media yandex // июнь 2026","lm_family_yandex_msk_banner_jun26_none_basic_kws-fam-mortgage_prg",0,1,0,0
"2026-05-13","promopages // Май 2026_","lm_promopages_msk_article_may26_none_three_int-auto_none_cont",312,0,0,0
"2026-07-19","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor_visitors-sites-list-no-button_prg",0,1,0,0
"2026-06-23","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_lal-crm-meetings_prg",228,2,0,0
"2026-07-26","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_lal-calls_prg",0,1,0,0
"2026-06-25","Южнопортовая // Yandex_Go // июнь 2026","sp_yandexgo_msk_banner_jun26_none_minus40_who-int-prem-real-estate_med",9964,41,918,2348
"2026-07-07","Южнопортовая // Yandex_Go // июнь 2026","sp_yandexgo_msk_banner_jun26_none_bf_who-int-prem-real-estate_med",2,0,0,0
"2026-05-09","mTS // Май 2026_","gvl_mts_reg_video_may26_none_hor_real-estate_prg",30782,494,1130,2448
"2026-06-24","Войковская // Ozon // июнь 2026","lv_ozon_msk_banner_jun26_none_minus40_sales_mrk",7784,9,258,18
"2026-07-28","Южнопортовая регионы // Media yandex // июнь 2026","sp_yandex_reg_banner_jun26_none_bf_int-cars-business_prg",0,1,0,0
"2026-05-13","yandex Go // Май 2026_","pc_yandexgo_msk_banner_may26_none_basic_none_med",64686,94,7381,0
"2026-07-08","Мичуринский // Media yandex // июнь 2026","lm_family_yandex_msk_banner_jun26_none_basic_ret-view-video_prg",0,1,0,0
"2026-05-19","promopages // Май 2026_","lg_promopages_msk_article_may26_none_neobychny-kvartiry_none_cont",270,0,0,0
"2026-06-18","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-pr_keys-invests_prg",0,1,0,0
"2026-07-10","Звенигородская // Ozon // июль 2026","zv_ozon_msk_banner_jul26_none_sale_income-bc_mrk",7019,4,348,32
"2026-06-19","Звенигородская // market yandex // июнь 2026","zv_yandexmarket_msk_banner_jun26_none_bf_int-cars-business_mrk",8862,15,513,1658
"2026-07-16","Звенигородская // market yandex // июль 2026","zv_yandexmarket_msk_banner_jul26_none_sale_int-premium-real-estate_mrk",21126,35,2531,5503
"2026-07-04","Звенигородская // Ozon // июль 2026","zv_ozon_msk_banner_jul26_none_sale_real-estate_mrk",7753,15,299,30
"2026-06-22","Звенигородская // Ozon // июнь 2026","zv_ozon_msk_banner_jun26_none_minus40_culture-leisure_mrk",11669,9,283,13
"2026-06-22","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_open-business_prg",0,1,0,0
"2026-07-30","Звенигородская // Ozon // июль 2026","zv_ozon_msk_banner_jul26_none_sale_int-it-tech_mrk",20526,18,799,155
"2026-06-17","Мечникова // Media yandex // июнь 2026","lmech-rspb_yandex_spb_banner_jun26_none_basic_int-cars-business_prg",47643,81,0,0
"2026-06-12","Южнопортовая // Rutube // июнь 2026","sp_rutube_msk_banner_jun26_none_bf_real-estate_prg",54440,143,1387,905
"2026-05-19","video yandex // Май 2026_","lm_family_yandex_msk_video_may26_none_hor_int-kids-real-estate-no-button_prg",394,3,0,0
