"interaction_dt","campaign_nm","placement_nm","impressions","clicks","givt","fraud_impressions"
"2026-07-02","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_vert_lal-calls-no-button_prg",0,1,0,0
"2026-07-10","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_cfo_lift_lal-crm-deals_prg",62,0,0,0
"2026-06-01","Воронцовская // Solta // июнь 2026","vr_solta_msk_banner_jun26_none_basic_real-estate_prg",41729,79,2450,624
"2026-07-05","Павелецкая Сити // Video yandex // июнь 2026","pc_yandex_msk_video_jun26_none_bf_visitors-sites-list-2_prg",0,1,0,0
"2026-06-08","Остатки // Avito // июнь 2026","lg_last_avito-ads_msk_banner_jun26_none_lb_hot-int-mortgage_mrk",3340,9,178,0
"2026-06-24","Войковская // market yandex // июнь 2026","lv_yandexmarket_msk_banner_jun26_none_bf_int-premium-real-estate_mrk",2684,5,141,469
"2026-05-03","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_int-sale-rent-commercial-no-button_prg",57,0,0,0
"2026-06-15","Свободы // Media yandex // июнь 2026","lwsv_yandex_msk_banner_jun26_none_bf_rtrg-mts_prg",1341,3,0,0
"2026-06-06","Мичуринский // Media yandex // июнь 2026","lm_yandex_msk_banner_jun26_none_bf_int-residential-properties-new_prg",15661,142,0,0
"2026-06-10","Воронцовская // Video yandex // июнь 2026","vr_yandex_msk_video_jun26_none_basic_int-commercial-rent_prg",0,1,0,0
"2026-06-28","Премиум // Astralab // июнь 2026","lg_prem_astralab_msk_banner_jun26_none_terrace_dmp_prg",34896,153,564,191
"2026-07-14","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_int-commercial-rent_prg",0,1,0,0
"2026-05-30","roxot // Май 2026_","lg_roxot_msk_banner_may26_last_basic_general_prg",124418,383,3655,875
"2026-07-21","Павелецкая сити // Avito Медийка // июль 2026","pc_avito-ads_msk_video_jul26_none_sale_hot-int-mortgage_mrk",1975,6,79,0
"2026-05-17","yandex Go // Май 2026_","gvl_yandexgo_msk_banner_may26_none_basic_prem-estate_med",37825,68,3414,0
"2026-07-30","video yandex // Май 2026_","sp_family_yandex_msk_video_may26_none_hor_int-family-real-estate_prg",0,1,0,0
"2026-07-12","Звенигородская // Video yandex // июнь 2026","zv_yandex_msk_video_jun26_none_bf_int-premium-real-estate_prg",0,4,0,0
"2026-05-29","video yandex // Май 2026_","sp_yandex_msk_video_may26_none_vert-bf_int-residential-properties-new_prg",3816,135,1,0
"2026-06-19","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_jt-real-estate_prg",0,1,0,0
"2026-05-30","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_basic_int-premium-residential-properties_prg",1030,8,0,0
"2026-06-08","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor_int-premium-residential-properties-no-button_prg",0,1,0,0
"2026-07-26","Южнопортовая // Video yandex // июль 2026","sp_yandex_msk_video_jul26_none_lift_ret-site_prg",3344,158,0,0
"2026-06-21","mTS // Май 2026_","zv_mts_msk_banner_may26_none_woman_rtrg_prg",1,0,1,0
"2026-06-28","Премиум // MTS // июнь 2026","lg_prem_mts_msk_video_jun26_none_vert_custom-real-estate_prg",11316,166,425,15
"2026-07-28","Селигерская // q.bid // июль 2026","sel_qbid_msk_video_jul26_none_lift_real-estate_prg",32212,142,513,39
"2026-06-30","Мичуринский // Ozon // июнь 2026","lm_ozon_msk_banner_jun26_none_bf_culture-leisure_mrk",9149,9,286,13
"2026-07-02","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_pfo_lift_lal-site_prg",13,1,0,0
"2026-07-12","Павелецкая Сити // Video yandex // июль 2026","pc_yandex_msk_video_jul26_none_lift_int-invest_prg",3792,22,0,0
"2026-06-04","media yandex // Май 2026_","ng_yandex_msk_banner_may26_none_basic_int-kids-income_prg",1,4,0,0
"2026-06-16","Нижегородская // Video yandex // июнь 2026","ng_yandex_msk_video_jun26_none_bf_int-mortgage_prg",0,1,0,0
"2026-07-18","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_int-cars-business_prg",0,1,0,0
"2026-07-05","Мечникова // Video yandex // июль 2026","lmech-rspb_yandex_spb_video_jul26_none_start_sgeo-district-zk_prg",818,16,0,0
"2026-07-02","Южнопортовая // Video yandex // июнь 2026","sp_family_yandex_msk_video_jun26_none_basic_int-family-real-estate_prg",4,4,0,0
"2026-07-20","Звенигородская // Video yandex // июль 2026","zv_yandex_msk_video_jul26_none_cozy-home_int-residential-real-estate_prg",18398,326,0,0
"2026-07-12","Мечникова // Media yandex // июнь 2026","lmech-rspb_yandex_spb_banner_jun26_none_basic_lal-crm-deals_prg",0,1,0,0
"2026-05-19","media yandex // Май 2026_","sp_yandex_reg_banner_may26_none_basic_lal-calls_prg",2296,2,0,0
"2026-07-10","Мечникова // Video yandex // июль 2026","lmech-rspb_yandex_spb_video_jul26_none_start_int-residential-real-estate_prg",3742,66,0,0
"2026-06-07","Южнопортовая регионы // Media yandex // июнь 2026","sp_yandex_reg_banner_jun26_none_bf_int-invests_prg",8152,9,0,0
"2026-07-27","Павелецкая Сити // Video yandex // июль 2026","pc_yandex_msk_video_jul26_none_lift_int-finance-business_prg",2911,4,0,0
"2026-07-02","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-mortgage_prg",0,1,0,0
"2026-07-06","Южнопортовая // Ozon // июнь 2026","sp_ozon_msk_banner_jun26_none_bf_int-active-leisure_mrk",2,0,0,0
"2026-07-29","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-lb_int-residential-properties-new_prg",0,1,0,0
"2026-06-13","Свободы // Video yandex // июнь 2026","lwsv_yandex_msk_video_jun26_none_basic_rtrg-mts_prg",0,1,0,0
"2026-06-20","Южнопортовая регионы // Media yandex // июнь 2026","sp_yandex_reg_banner_jun26_none_bf_int-luxury-item_prg",1813,7,0,0
"2026-06-23","Селигерская // Ozon // июнь 2026","sel_ozon_msk_banner_jun26_none_minus40_sales_mrk",26265,13,689,4
"2026-07-13","Южнопортовая регионы // Media yandex // июль 2026","sp_yandex_banner_reg_prov_jul26_pfo_sale_int-residential-properties-new_prg",1150,3,0,0
"2026-05-30","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor_visitors-sites-list-no-button_prg",0,1,0,0
"2026-06-04","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_vert-bf_int-mortgage-no-button_prg",0,3,0,0
"2026-07-15","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_open-business-no-button_prg",0,1,0,0
"2026-07-20","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_lift-bf_int-premium-residential-properties_prg",0,1,0,0
"2026-07-04","mTS // Май 2026_","gvl_mts_reg_banner_may26_none_basic_real-estate_prg",1,0,1,0
"2026-06-15","Мичуринский // Video yandex // июнь 2026","lm_yandex_msk_video_jun26_none_lift-bf_int-mortgage_prg",14439,662,2,0
"2026-07-08","Свободы // Media yandex // июнь 2026","lwsv_yandex_msk_banner_jun26_none_bf_rtrg-site-visitors_prg",0,1,0,0
"2026-06-20","yandex Go // Май 2026_","lm_yandexgo_msk_banner_may26_none_bf_none_med",27,0,2,8
"2026-05-21","video yandex // Май 2026_","sp_yandex_msk_video_may26_none_vert-bf_int-premium-real-estate_prg",1076,13,0,0
"2026-07-06","Звенигородская // Media yandex // июль 2026","zv_yandex_msk_banner_jul26_none_sale_int-premium-real-estate_prg",77619,152,0,0
"2026-07-08","Мечникова // Yandex_Go // июнь 2026","lmech-rspb_yandexgo_spb_banner_jun26_none_basic_rent-real-estate_med",10,0,2,1
"2026-06-13","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_hor_int-mortgage_prg",0,1,0,0
"2026-05-23","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_small-mid-business-no-button_prg",5726,1,0,0
"2026-05-25","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_fin-uslugi_prg",11265,15,0,0
"2026-06-11","Южнопортовая регионы // Ozon // июнь 2026","sp_ozon_reg_banner_jun26_none_bf_zakaz-income-bc_mrk",3106,7,84,0
"2026-07-03","Звенигородская // Media yandex // июнь 2026","zv_yandex_msk_banner_jun26_none_bf_int-premium-real-estate_prg",0,13,0,0
"2026-06-11","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_bf_int-real-estate-new_prg",1237,39,0,0
"2026-06-19","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_keys-invests_prg",3,2,0,0
"2026-06-16","Нижегородская // Media yandex // июнь 2026","ng_yandex_msk_banner_jun26_none_bf_int-premium-real-estate_prg",30918,54,0,0
"2026-06-19","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_lift-bf_lal-crm-meetings_prg",825,16,0,0
"2026-05-01","mTS // Май 2026_","zv_mts_msk_video_may26_none_hor_real-estate_prg",84477,1371,2860,7995
"2026-06-29","Лесной // Video yandex // июнь 2026","gvl_yandex_msk_video_jun26_none_bf_int-mortgage_prg",0,1,0,0
"2026-07-04","Мичуринский регионы // Media yandex // июль 2026","lm_yandex_banner_reg_prov_jul26_south_sale_int-real-estate_prg",7121,11,0,0
"2026-07-06","yandex Go // Май 2026_","pc_yandexgo_msk_banner_may26_none_bf_none_med",2,0,0,0
"2026-07-19","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-lb_visitors-sites-list_prg",0,1,0,0
"2026-06-28","Звенигородская // market yandex // июнь 2026","zv_yandexmarket_msk_banner_jun26_none_minus40_luxury_mrk",1162,2,60,294
"2026-07-07","Зонтик // Yandex_Go // июнь 2026","lg_yandexgo_msk_banner_jun26_none_minus40_real-estate_med",8,0,0,0
"2026-06-29","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_vert-bf_int-premium-real-estate-button_prg",0,1,0,0
"2026-07-11","Павелецкая сити // Avito Медийка // июль 2026","pc_avito-ads_msk_video_jul26_none_sale_int-kvbisness_mrk",1211,13,67,0
"2026-07-08","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_vert_int-mortgage-no-button_prg",0,1,0,0
"2026-05-25","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_rent-estate-button_prg",1313,2,0,0
"2026-05-27","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor-bf_int-premium-residential-properties-no-button_prg",394,0,1,0
"2026-06-26","Южнопортовая // Ozon // июнь 2026","sp_ozon_msk_banner_jun26_none_bf_int-cult-leisure_mrk",20647,42,582,29
"2026-06-01","Премиум // MTS // июнь 2026","lg_prem_mts_msk_banner_jun26_none_terrace_rtrg_prg",856,2,5,0
"2026-05-17","adspector // Май 2026_","lwsv_adspector_msk_banner_may26_none_basic_business_prg",7,0,0,0
"2026-06-13","yandex Go // Май 2026_","lm_yandexgo_msk_banner_may26_none_minus40_none_med",82,0,7,7
"2026-06-22","Павелецкая Сити // Rutube // июнь 2026","pc_rutube_msk_banner_jun26_none_bf_income-bc_prg",78587,175,1778,2996
"2026-05-29","mTS // Май 2026_","sel_mts_msk_video_may26_none_vert_real-estate_prg",1,0,0,0
"2026-07-27","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_bf_int-cars-business_prg",0,1,0,0
"2026-06-14","Мичуринский // Yandex_Go // июнь 2026","lm_yandexgo_msk_banner_jun26_none_minus40_int-premium-real-estate_med",3749,15,515,748
"2026-05-27","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_vert_int-premium-real-estate-no-button_prg",1,0,0,0
"2026-06-09","Южнопортовая регионы // Media yandex // июнь 2026","sp_yandex_reg_banner_jun26_none_bf_keys-buy-flat_prg",68,3,0,0
"2026-07-20","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_pfo_lift_int-residential-properties-new_prg",1812,2,0,0
"2026-06-04","Свободы // MTS // июнь 2026","lwsv_mts_msk_banner_jun26_none_basic_rtrg_prg",3607,20,13,15
"2026-07-08","Премиум // Video yandex // июль 2026","lg_yandex_video_msk_prem_jul26_new-level_connected-tv_prg",793,30,0,0
"2026-07-03","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_bf_int-travel-world_prg",0,2,0,0
"2026-06-08","Мичуринский // Ozon // июнь 2026","lm_ozon_msk_banner_jun26_none_bf_income-bc_mrk",9979,8,326,1
"2026-05-05","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_vert_int-premium-real-estate-button_prg",3791,4,0,0
"2026-06-09","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-pr_jt-real-estate_prg",5,2,0,0
"2026-06-19","promopages // Май 2026_","lm_promopages_msk_article_may26_none_planirovki_int-auto_none_cont",173,0,0,0
"2026-05-02","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_hor_int-mortgage-button_prg",798,2,0,0
"2026-05-26","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_bf_int-cars-business_prg",1839,5,0,0
"2026-06-20","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_hor-bf_int-mortgage-instream_prg",0,1,0,0
"2026-07-29","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_visitors-sites-novostroy_prg",0,1,0,0
"2026-07-16","Зонтик регионы // Streamingads // июль 2026","lg_streamingads_allroll_reg_prov_jul26_cfo_sale_all_prg",39835,31,446,288
"2026-07-14","Мичуринский // Video yandex // июнь 2026","lm_yandex_msk_video_jun26_none_lift-bf_int-mortgage_prg",0,1,0,0
"2026-06-23","Мичуринский // MTS // июнь 2026","lm_mts_msk_video_jun26_none_vert-lift-bf_custom_prg",3560,29,103,2
"2026-07-20","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_cfo_lift_lal-crm-deals_prg",42,3,0,0
"2026-07-23","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_vert-bf_int-premium-residential-properties-no-button_prg",0,1,0,0
"2026-07-11","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_vert-bf_lal-calls_prg",0,1,0,0
"2026-07-07","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-travel-rest_prg",0,1,0,0
"2026-06-24","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-ak_keys-invests_prg",0,7,0,0
"2026-06-05","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_bf_int-clothes-shoes_prg",430,2,0,0
"2026-06-09","Павелецкая Сити // Yandex_Go // июнь 2026","pc_yandexgo_msk_banner_jun26_none_minus20_int-cars-business_med",242,1,19,40
"2026-07-21","Нижегородская // Video yandex // июнь 2026","ng_yandex_msk_video_jun26_none_bf_int-mortgage_prg",0,1,0,0
"2026-06-19","promopages // Май 2026_","lg_promopages_msk_article_may26_none_every-day_none_cont",1033,0,0,0
"2026-07-05","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_east_lift_lal-crm-deals_prg",6,1,0,0
"2026-05-05","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_int-commercial-estate-no-button_prg",499,2,0,0
"2026-06-02","video yandex // Май 2026_","gvl_family_yandex_msk_video_may26_none_hor_int-kids-real-estate_prg",0,1,0,0
"2026-06-07","media yandex // Май 2026_","ng_family_yandex_msk_banner_may26_none_basic_int-parents_prg",1,5,0,0
"2026-06-23","Южнопортовая // Avito // июнь 2026","sp_avito-ads_msk_banner_jun26_none_minus40_int-ipoteka_mrk",15666,44,647,0
"2026-07-13","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_south_lift_int-residential-properties-new_prg",1081,4,0,0
"2026-05-18","roxot // Май 2026_","sav_roxot_msk_banner_may26_none_savvinskaya17_general_prg",40673,118,1077,392
"2026-06-17","media yandex // Май 2026_","ng_family_yandex_msk_banner_may26_none_basic_int-kids-super-geo_prg",1,2,0,0
"2026-06-19","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-luxury-item_prg",0,1,0,0
"2026-05-27","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor-bf_int-residential-properties-new-button_prg",1014,1,0,0
"2026-07-24","Южнопортовая // Video yandex // июнь 2026","sp_yandex_msk_video_jun26_none_bf_int-residential-properties-new_prg",0,1,0,0
"2026-07-18","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_jt-real-estate_prg",0,1,0,0
"2026-06-20","Остатки // Avito // июнь 2026","lg_last_avito-ads_msk_banner_jun26_none_ak_hot-int-mortgage_mrk",9222,23,580,0
"2026-07-12","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_int-clothes-shoes_prg",0,1,0,0
"2026-06-13","Войковская // market yandex // июнь 2026","lv_yandexmarket_msk_banner_jun26_none_minus25_who-int-premium-real-estate_mrk",1467,2,56,241
"2026-07-02","Южнопортовая // Ozon // июль 2026","sp_ozon_msk_banner_jul26_none_sale_parents_mrk",14302,14,484,0
"2026-06-15","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_hor-bf_int-residential-properties-new-instream_prg",0,1,0,0
"2026-05-23","mTS // Май 2026_","lg_prem_mts_msk_video_may26_none_vert_real-estate_prg",2810,19,34,1
"2026-06-07","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-owner-business_prg",0,1,0,0
"2026-05-27","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_vert-bf_int-residential-properties-new_prg",0,1,0,0
"2026-07-02","Мичуринский // MTS // июнь 2026","lm_mts_msk_video_jun26_none_hor-lift-bf_real-estate_prg",2,0,0,0
"2026-07-18","Свободы // Media yandex // июнь 2026","lwsv_yandex_msk_banner_jun26_none_bf_visitors-sites-list_prg",0,1,0,0
"2026-06-21","video yandex // Май 2026_","sp_yandex_msk_video_may26_none_hor-bf_genres-real-estate_prg",0,1,0,0
"2026-07-20","Остатки // Video yandex // июнь 2026","lg_last_yandex_msk_video_jun26_none_key_visitors-sites-list_prg",0,1,0,0
"2026-07-02","Мичуринский // Yandex_Go // июнь 2026","lm_yandexgo_msk_banner_jun26_none_minus40_income-bc_med",310,0,62,45
"2026-07-02","Южнопортовая регионы // Media yandex // июнь 2026","sp_yandex_reg_banner_jun26_none_bf_int-mortgage_prg",0,1,0,0
"2026-07-19","video yandex // Май 2026_","lm_yandex_msk_banner_may26_none_bf_lal-calls_prg",0,1,0,0
"2026-06-13","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_jt-real-estate_prg",6,2,0,0
"2026-07-05","Павелецкая Сити // Yandex_Go // июнь 2026","pc_yandexgo_msk_banner_jun26_none_minus20_ultima_med",15,0,2,1
"2026-05-02","mTS // Май 2026_","zv_mts_msk_video_may26_none_hor_real-estate_prg",88214,1273,3332,8644
"2026-07-24","promopages // Май 2026_","lg_promopages_msk_article_may26_none_udobnie-planirovki-dlya-semyi_none_cont",1,0,0,0
"2026-05-21","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_int-sale-rent-commercial-button_prg",320,2,0,0
"2026-07-09","Селигерская // MTS // июль 2026","sel_mts_msk_video_jul26_none_lift_real-estate_prg",47793,338,617,322
"2026-06-12","Селигерская // Ozon // июнь 2026","sel_family_ozon_msk_banner_jun26_none_minus40_child-goods_mrk",26377,14,771,1
"2026-06-28","Нижегородская // Media yandex // июнь 2026","ng_yandex_msk_banner_jun26_none_bf_lal-calls_prg",3648,2,0,0
"2026-05-26","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_vert-bf_lal-calls-button_prg",935,4,0,0
"2026-05-31","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_basic_int-cars-business_prg",16365,56,0,0
"2026-06-22","Воронцовская // MTS // июнь 2026","vr_mts_msk_video_jun26_none_basic_real-estate_prg",1,1,0,0
"2026-07-30","Войковская // Avito Медийка // июль 2026","lv_avito-ads_msk_banner_jul26_none_sale_hot-int-mortgage_mrk",7748,15,640,0
"2026-07-13","Мечникова // MTS // июль 2026","lmech-rspb_mts_spb_video_jul26_none_start_real-estate_prg",29467,401,860,81
"2026-06-30","Южнопортовая // Media yandex // июнь 2026","sp_family_yandex_msk_banner_jun26_none_basic_int-kids-real-estate_prg",3,8,0,0
"2026-07-12","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-pr_jt-real-estate_prg",0,1,0,0
"2026-05-24","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_vert-bf_int-mortgage-outstream_prg",4215,32,0,0
"2026-05-29","video yandex // Май 2026_","sp_yandex_msk_video_may26_none_hor-bf_int-mortgage_prg",9165,14,0,0
"2026-06-27","Южнопортовая // MTS // июнь 2026","sp_mts_msk_video_jun26_none_lift-hor-bf_real-estate_prg",0,801,0,0
"2026-06-29","Южнопортовая // streamingads // июнь 2026","sp_streamingads_msk_allroll_gpmd",56193,90,683,998
"2026-06-25","media yandex // Май 2026_","lm_yandex_msk_banner_may26_none_bf_int-premium-real-estate_prg",0,4,0,0
"2026-06-30","Звенигородская // market yandex // июнь 2026","zv_yandexmarket_msk_banner_jun26_none_minus40_premium-real-estate_mrk",10421,27,563,2510
"2026-07-12","Лесной // Video yandex // июль 2026","gvl_yandex_msk_video_jul26_none_lift_int-premium-real-estate_prg",6858,190,1,0
"2026-05-30","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-fin-uslugi_prg",11296,281,2,0
"2026-07-23","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_bf_int-travel-world_prg",0,1,0,0
"2026-06-28","Павелецкая Сити // Yandex_Go // июнь 2026","pc_yandexgo_msk_banner_jun26_none_bf_luxury-lifestyle_med",1994,10,218,401
"2026-07-31","Премиум // Yandex_Go // июнь 2026","lg_prem_yandexgo_msk_banner_jun26_none_penthouse_ultima_med",3,0,1,0
"2026-05-18","promopages // Май 2026_","lg_promopages_msk_article_may26_none_opinion-buyers-poisk_none_cont",10,0,0,0
"2026-06-13","Войковская // market yandex // июнь 2026","lv_yandexmarket_msk_banner_jun26_none_minus25_leisure_mrk",2301,9,96,378
"2026-07-10","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_cfo_lift_lal-site_prg",82,0,0,0
"2026-07-07","Свободы // Video yandex // июнь 2026","lwsv_yandex_msk_video_jun26_none_basic_small-mid-business_prg",0,1,0,0
"2026-06-08","promopages // Май 2026_","lg_promopages_msk_article_may26_none_ostatki_none_cont",264,0,0,0
"2026-06-29","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor-bf_visitors-sites-list-button_prg",0,1,0,0
"2026-07-18","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_lift-bf_lal-crm-meetings_prg",0,1,0,0
"2026-07-01","Воронцовская // Video yandex // июль 2026","vr_yandex_msk_video_jul26_none_vvod2026_small-mid-business_prg",10473,47,1,0
"2026-07-17","Южнопортовая // Streamingads // июль 2026","sp_streamingads_allroll_msk_jul26_sale_all_prg",40704,29,475,1177
"2026-06-09","mTS // Май 2026_","sel_family_mts_msk_video_may26_none_hor_semeiniye_prg",1,0,0,0
"2026-06-28","video yandex // Май 2026_","ng_family_yandex_msk_banner_may26_none_basic_int-parents-residential-properties-new_prg",0,1,0,0
"2026-06-16","Свободы // Media yandex // июнь 2026","lwsv_yandex_msk_banner_jun26_none_bf_int-commercial-rent_prg",2714,10,0,0
"2026-06-24","Воронцовская // Solta // июнь 2026","vr_solta_msk_banner_jun26_none_basic_real-estate_prg",81993,600,3485,4607
"2026-06-18","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-lb_visitors-sites-list_prg",35890,88,0,0
"2026-06-20","Мечникова // Avito // июнь 2026","lmech-rspb_avito-ads_spb_banner_jun26_none_basic_class-cmfrt_mrk",14245,47,481,0
"2026-05-07","yandex Go // Май 2026_","lm_yandexgo_msk_banner_may26_none_basic_none_med",67610,109,7248,0
"2026-07-06","Зонтик // Media yandex // июль 2026","lg_yandex_msk_banner_jul26_none_sale_int-premium-real-estate_prg",88273,367,0,0
"2026-07-03","Зонтик // Video yandex // июнь 2026","lg_yandex_msk_video_jun26_none_basic_int-residential-real-estate_prg",1,2,0,0
"2026-05-08","Market yandex // Май 2026_","zv_yandexmarket_msk_banner_may26_none_basic_real-estate_mrk",27166,28,1309,295
"2026-07-12","Нижегородская w // MTS // июль 2026","lwnizh-rmsk_mts_msk_video_jul26_none_vvod2026_real-estate_prg",80576,824,1825,350
"2026-06-23","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_rent-estate_prg",0,1,0,0
"2026-06-14","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_lal-calls_prg",0,1,0,0
"2026-06-29","Мечникова // Media yandex // июнь 2026","lmech-rspb_yandex_spb_banner_jun26_none_basic_int-owner-business_prg",1731,7,0,0
"2026-05-10","video yandex // Май 2026_","lm_family_yandex_msk_video_may26_none_hor_int-family-real-estate-no-button_prg",13619,119,1,0
"2026-05-22","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_hor-bf_lal-calls_prg",5067,5,0,0
"2026-06-13","Павелецкая Сити // Video yandex // июнь 2026","pc_yandex_msk_video_jun26_none_lift-bf_residential-properties_prg",5881,15,0,0
"2026-06-23","video yandex // Май 2026_","sp_yandex_msk_video_may26_none_vert-bf_int-residential-properties-new_prg",0,3,0,0
"2026-06-02","Звенигородская // market yandex // июнь 2026","zv_yandexmarket_msk_banner_jun26_none_bf_int-cars-business_mrk",4868,16,183,275
"2026-07-12","promopages // Май 2026_","sp_promopages_msk_article_may26_none_invest-rayon-repack-opt'_none_cont",738,0,0,0
"2026-06-02","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_hor-bf_int-premium-real-estate-instream_prg",0,1,0,0
"2026-06-22","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_basic_int-real-estate_prg",0,1,0,0
"2026-06-08","Воронцовская // Video yandex // июнь 2026","vr_yandex_msk_video_jun26_none_basic_fin-uslugi_prg",9815,321,0,0
"2026-06-08","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_basic_jt-real-estate_prg",0,1,0,0
"2026-07-31","Зонтик // Video yandex // июль 2026","lg_yandex_msk_video_jul26_none_sale_int-residential-real-estate_prg",18768,341,0,0
"2026-05-04","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_int-sale-rent-commercial_prg",156,2,0,0
"2026-07-06","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_vert-bf_visitors-sites-list-button_prg",0,1,0,0
"2026-07-23","Павелецкая Сити // Video yandex // июль 2026","pc_yandex_msk_video_jul26_none_lift_int-sales-offices_prg",148,3,0,0
"2026-06-11","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_fin-uslugi-button_prg",0,1,0,0
"2026-07-19","Мичуринский // Adspector // июль 2026","lm_adspector_msk_video_jul26_none_lift_real-estate_prg",77451,1779,1250,678
"2026-06-04","Мичуринский // Yandex_Go // июнь 2026","lm_yandexgo_msk_banner_jun26_none_minus40_int-premium-real-estate_med",3546,10,396,561
"2026-06-19","Южнопортовая регионы // Media yandex // июнь 2026","sp_yandex_reg_banner_jun26_none_bf_keys-buy-flat_prg",71,1,0,0
"2026-06-20","media yandex // Май 2026_","ng_yandex_msk_banner_may26_none_bf_int-premium-real-estate_prg",0,1,0,0
